adx_min,10,15,20,25,30
20,1.1105510498433515,1.2081284824821346,1.2215930861473394,1.2562955467763621,1.2821688260726705
25,1.2364948157752178,1.3461839147402441,1.2435692547643376,1.2369762804529343,1.7022971111504688
30,1.2540557233875593,1.2894732016984043,1.399203385040979,1.1811185504031168,1.9309660995195161
35,1.3939474008252655,1.4363938597652184,1.2205105475413989,1.4256478774754633,
40,1.2590923878644955,1.5428795674263207,1.539597637406557,0.9271517036261008,
