sma_n,1,2,3,4,5
100,0.9384661614446569,1.0777505215471965,1.061841754192112,1.1050277741571,1.1045383734123184
150,0.8625930567480657,1.0419986485217416,0.9927939882801012,1.0600205371827316,1.0770742466692251
200,0.8845143943817112,1.0548213484687066,1.0026665272114417,1.0766975993818977,1.1035444338539993
250,0.8603013838829345,1.0458760008091974,1.0060730256404498,1.0715467467522588,1.1092628305268473
300,0.8602302127849457,1.0536882309199234,1.0096816738396952,1.0698875623438977,1.1091573495692908
