ventana,params,cagr_is,cagr_oos,pf_oos,n_oos
0,"{'pct': 0.2, 'hold': 1, 'atr_mult_rango': 1.2}",-0.02985853858706211,0.0156384546028423,1.3530700303312724,152
1,"{'pct': 0.15, 'hold': 1, 'atr_mult_rango': 1.2}",-0.00255950074370781,-0.0067634632769473235,0.7913145498525198,105
2,"{'pct': 0.25, 'hold': 1, 'atr_mult_rango': 1.2}",0.004866084735420495,-0.013325372689488968,0.7302911075751056,130
3,"{'pct': 0.2, 'hold': 1, 'atr_mult_rango': 1.2}",0.0034817914959688334,0.0021863900165655092,1.0510118832597801,105
4,"{'pct': 0.15, 'hold': 1, 'atr_mult_rango': 1.2}",0.002909323687414922,0.008902410885422096,1.421673509316897,75
