ventana,params,cagr_is,cagr_oos,pf_oos,n_oos
0,"{'sma_n': 100, 'hold': 3}",0.005346339787051457,0.024885740968408898,1.4297491780693694,133
1,"{'sma_n': 100, 'hold': 2}",0.018506626318982367,-0.006905486769301472,0.8846266774286942,148
2,"{'sma_n': 100, 'hold': 2}",0.01167132098891921,0.0009334496177337837,1.0148881900497675,149
3,"{'sma_n': 100, 'hold': 3}",0.004225949641672333,-0.007228722310860469,0.910462852009782,135
4,"{'sma_n': 200, 'hold': 1}",0.00892620468128169,0.019864702084447794,1.56767413214414,147
